time,fext_field.header.seq,fext_field.header.stamp,fext_field.header.frame_id,fext_field.wrench.force.x,fext_field.wrench.force.y,fext_field.wrench.force.z,fext_field.wrench.torque.x,fext_field.wrench.torque.y,fext_field.wrench.torque.z,eevel_field.linear.x,eevel_field.linear.y,eevel_field.linear.z,eevel_field.angular.x,eevel_field.angular.y,eevel_field.angular.z,eepose_field.position.x,eepose_field.position.y,eepose_field.position.z,eepose_field.orientation.x,eepose_field.orientation.y,eepose_field.orientation.z,eepose_field.orientation.w,twist_cmd_field.linear.x,twist_cmd_field.linear.y,twist_cmd_field.linear.z,twist_cmd_field.angular.x,twist_cmd_field.angular.y,twist_cmd_field.angular.z,Dmat_field.layout.data_offset,Dmat_field.data0,Dmat_field.data1,Dmat_field.data2,Dmat_field.data3,Dmat_field.data4,Dmat_field.data5,Dmat_field.data6,Dmat_field.data7,Dmat_field.data8,eigval0_field.data
10903000000.0,3621,10903000000,panda_K,0.0531348304584203,-0.0101329249203743,-0.0249179440649232,0.066917042367938,0.1106831373433128,-0.0301604497392767,0.0011689460806294,0.0013106789684848,-0.0047832467292762,-8.392655002355621e-05,-0.0035951514435866,-0.0003934644241073,0.5307010827433375,0.0183057790776364,0.3413713671703946,0.9994736919406746,-0.0300694150033426,0.0115426001745441,-0.0031840882447038,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10906000000.0,3622,10906000000,panda_K,0.0531351594162978,-0.0101319778212179,-0.0249168550677849,0.0669173406328286,0.1106847265909625,-0.0301579346098953,0.001169027897926,0.0013107286465144,-0.0047832714823697,-8.359115985868455e-05,-0.0035951385252354,-0.0003930783658372,0.5307076001818783,0.0183057749832367,0.3413640587842255,0.9994736919070172,-0.0300694162092466,0.0115426000896878,-0.0031840877290071,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10909000000.0,3623,10909000000,panda_K,0.0531354880650291,-0.0101310316220264,-0.0249157662476447,0.0669176388789795,0.1106863161422667,-0.0301554193896501,0.0011691096647324,0.0013107785309102,-0.0047832962035252,-8.325580871713157e-05,-0.0035951255672437,-0.0003926923640454,0.5307141175016805,0.0183057704425837,0.3413567501216956,0.9994736918733964,-0.0300694174138076,0.011542600005069,-0.0031840872137223,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10912000000.0,3624,10912000000,panda_K,0.0531358164053552,-0.0101300863219125,-0.0249146776052329,0.0669179371079004,0.1106879060011111,-0.0301529040788954,0.0011691913810395,0.001310828621413,-0.0047833208928134,-8.292049659131994e-05,-0.0035951125696458,-0.000392306418545,0.5307206347025962,0.0183057654563542,0.3413494411829562,0.9994736918398116,-0.0300694186170288,0.0115425999206881,-0.0031840866988485,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10915000000.0,3625,10915000000,panda_K,0.0531361444373644,-0.0101291419192775,-0.0249135891396331,0.0669182353178644,0.1106894961648225,-0.030150388676604,0.0011692730468787,0.0013108789177237,-0.0047833455502558,-8.258522307980952e-05,-0.0035950995322491,-0.0003919205293196,0.5307271517844779,0.0183057600252308,0.3413421319681611,0.9994736918062632,-0.0300694198189092,0.0115425998365435,-0.0031840861843852,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10918000000.0,3626,10918000000,panda_K,0.0531364721607472,-0.0101281984131789,-0.0249125008511577,0.06691853351189,0.11069108662935,-0.0301478731826069,0.0011693546623247,0.0013109294192529,-0.0047833701759574,-8.224998868242946e-05,-0.0035950864550754,-0.0003915346966189,0.5307336687471791,0.0183057541498879,0.3413348224774617,0.9994736917727512,-0.030069421019454,0.0115425997526374,-0.0031840856703326,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10921000000.0,3627,10921000000,panda_K,0.0531367995757428,-0.0101272558023877,-0.0249114127396431,0.0669188316884653,0.1106926773993879,-0.030145357599108,0.0011694362274355,0.0013109801258273,-0.004783394769837,-8.191479309538009e-05,-0.0035950733384282,-0.0003911489202729,0.5307401855905522,0.0183057478310038,0.3413275127110098,0.9994736917392752,-0.0300694222186619,0.0115425996689679,-0.0031840851566889,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10924000000.0,3628,10924000000,panda_K,0.0531371266831658,-0.0101263140854085,-0.0249103248049758,0.0669191298475177,0.1106942684740974,-0.0301428419237579,0.0011695177422083,0.0013110310370766,-0.0047834193319937,-8.157963630398487e-05,-0.003595060182079,-0.0003907632001147,0.5307467023144509,0.0183057410692556,0.3413202026689583,0.9994736917058352,-0.0300694234165347,0.0115425995855371,-0.0031840846434558,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10927000000.0,3629,10927000000,panda_K,0.0531374534830978,-0.0101253732611848,-0.0249092370475281,0.0669194279890182,0.110695859850519,-0.0301403261571763,0.0011695992067516,0.0013110821524733,-0.0047834438624313,-8.12445185385774e-05,-0.0035950469860425,-0.0003903775364048,0.5307532189187267,0.018305733865314,0.3413128923514575,0.9994736916724314,-0.0300694246130765,0.0115425995023412,-0.0031840841306314,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10930000000.0,3630,10930000000,panda_K,0.0531377799756344,-0.0101244333285309,-0.0249081494670692,0.066919726113305,0.1106974515303897,-0.0301378102994284,0.0011696806209826,0.0013111334717328,-0.0047834683612118,-8.090943971428912e-05,-0.003595033750151,-0.0003899919290829,0.5307597354032345,0.0183057262198553,0.3413055817586597,0.9994736916390632,-0.0300694258082863,0.0115425994193834,-0.0031840836182153,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10933000000.0,3631,10933000000,panda_K,0.0531381061608195,-0.010123494286296,-0.0249070620631992,0.066920024222291,0.1106990435119978,-0.0301352943502767,0.0011697619850604,0.0013111849945205,-0.0047834928283522,-8.057439971498891e-05,-0.0035950204746753,-0.0003896063780921,0.5307662517678272,0.0183057181335504,0.341298270890717,0.9994736916057316,-0.0300694270021682,0.011542599336661,-0.0031840831062085,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10936000000.0,3632,10936000000,panda_K,0.0531384320395153,-0.0101225561331516,-0.0249059748363709,0.0669203223145511,0.1107006357986924,-0.0301327783093768,0.0011698432990772,0.0013112367204308,-0.004783517263777,-8.023939865579974e-05,-0.0035950071598394,-0.000389220883464,0.5307727680123578,0.0183057096070713,0.3412909597477807,0.9994736915724356,-0.0300694281947213,0.011542599254174,-0.0031840825946083,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10939000000.0,3633,10939000000,panda_K,0.0531387576117662,-0.0101216188677024,-0.0249048877864101,0.0669206203892348,0.1107022283880745,-0.0301302621765387,0.0011699245629593,0.0013112886490096,-0.0047835416676762,-7.990443662127223e-05,-0.0035949938052026,-0.0003888354451856,0.5307792841366813,0.0183057006410877,0.3412836483300024,0.9994736915391754,-0.0300694293859483,0.0115425991719246,-0.0031840820834158,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10942000000.0,3634,10942000000,panda_K,0.0531390828778492,-0.0101206824890239,-0.0249038009133109,0.0669209184477959,0.1107038212793782,-0.0301277459521389,0.0011700057767906,0.0013113407800761,-0.0047835660399473,-7.95695133427139e-05,-0.0035949804109232,-0.000388450063256,0.5307858001406512,0.0183056912362694,0.3412763366375342,0.999473691505951,-0.0300694305758506,0.011542599089912,-0.0031840815726309,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10945000000.0,3635,10945000000,panda_K,0.0531394078372349,-0.0101197469958448,-0.0249027142162667,0.0669212164911706,0.1107054144723934,-0.0301252296364794,0.0011700869405915,0.0013113931131781,-0.0047835903807869,-7.923462896524474e-05,-0.0035949669770811,-0.0003880647376255,0.5307923160241199,0.0183056813932822,0.3412690246705249,0.9994736914727624,-0.0300694317644312,0.0115425990081325,-0.0031840810622524,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10948000000.0,3636,10948000000,panda_K,0.0531397324907986,-0.0101188123868191,-0.0249016276962694,0.0669215145182567,0.1107070079668985,-0.0301227132283163,0.0011701680544444,0.0013114456477537,-0.0047836146901208,-7.889978376151973e-05,-0.003594953503528,-0.0003876794685461,0.5307988317869443,0.0183056711127929,0.3412617124291294,0.9994736914396096,-0.0300694329516918,0.0115425989265914,-0.0031840805522802,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10951000000.0,3637,10951000000,panda_K,0.053140056839883,-0.0101178786607215,-0.0249005413533829,0.066921812528506,0.110708601766149,-0.030120196727858,0.0011702491183579,0.0013114983837311,-0.0047836389679196,-7.856497732580929e-05,-0.0035949399903257,-0.0003872942555717,0.5308053474289767,0.0183056603954692,0.3412543999134962,0.9994736914064926,-0.0300694341376319,0.0115425988452851,-0.0031840800427135,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10954000000.0,3638,10954000000,panda_K,0.0531403808827678,-0.0101169458165624,-0.0248994551865156,0.066922110524109,0.1107101958644253,-0.0301176801358098,0.0011703301324062,0.0013115513205919,-0.0047836632142857,-7.82302098976226e-05,-0.0035949264376259,-0.0003869090991157,0.530811862950072,0.0183056492419744,0.341247087123777,0.999473691373411,-0.0300694353222551,0.0115425987642145,-0.0031840795335533,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10957000000.0,3639,10957000000,panda_K,0.053140704620796,-0.0101160138531343,-0.0248983691966872,0.0669224085045682,0.1107117902636408,-0.0301151634528383,0.0011704110967046,0.0013116044579935,-0.0047836874291688,-7.78954814213637e-05,-0.0035949128455162,-0.0003865239990331,0.5308183783500845,0.0183056376529706,0.3412397740601228,0.999473691340365,-0.0300694365055629,0.0115425986833787,-0.0031840790247965,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10960000000.0,3640,10960000000,panda_K,0.0531410280541052,-0.010115082768801,-0.0248972833829035,0.0669227064686113,0.1107133849674885,-0.0301126466765024,0.0011704920110829,0.0013116577956323,-0.0047837116127414,-7.756079175692558e-05,-0.0035948992133965,-0.0003861389550755,0.5308248936288696,0.0183056256291238,0.3412324607226855,0.9994736913073544,-0.0300694376875551,0.0115425986027788,-0.0031840785164454,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10963000000.0,3641,10963000000,panda_K,0.0531413511828026,-0.0101141525626992,-0.0248961977457602,0.0669230044173789,0.1107149799697311,-0.0301101298074157,0.0011705728758371,0.0013117113329289,-0.0047837357649736,-7.722614123675682e-05,-0.0035948855420963,-0.0003857539678278,0.5308314087862815,0.0183056131710922,0.3412251471116131,0.9994736912743792,-0.0300694388682357,0.0115425985224137,-0.0031840780084986,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10966000000.0,3642,10966000000,panda_K,0.0531416740072581,-0.0101132232335948,-0.0248951122852498,0.0669233023518062,0.1107165752716552,-0.0301076128463884,0.0011706536908353,0.0013117650697677,-0.0047837598858751,-7.689152955893223e-05,-0.0035948718311051,-0.0003853690367468,0.5308379238221753,0.0183056002795371,0.3412178332270598,0.99947369124144,-0.0300694400476046,0.0115425984422829,-0.003184077500955,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10969000000.0,3643,10969000000,panda_K,0.0531419965276324,-0.0101122947803346,-0.0248940270008334,0.0669236002717462,0.1107181708760436,-0.0301050957932471,0.0011707344561576,0.001311819005677,-0.0047837839754222,-7.655695687025739e-05,-0.0035948580804079,-0.0003849841620384,0.5308444387364065,0.0183055869551175,0.3412105190691742,0.999473691208536,-0.0300694412256643,0.0115425983623875,-0.0031840769938147,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10972000000.0,3644,10972000000,panda_K,0.0531423187444053,-0.0101113672014688,-0.0248929418930383,0.0669238981755449,0.1107197667811185,-0.0301025786466479,0.0011708151719641,0.0013118731402687,-0.0047838080336799,-7.622242317103859e-05,-0.0035948442905019,-0.0003845993437273,0.5308509535288296,0.0183055731984907,0.341203204638107,0.9994736911756672,-0.030069442402418,0.0115425982827266,-0.0031840764870786,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10975000000.0,3645,10975000000,panda_K,0.053142640657302,-0.0101104404961864,-0.0248918569615189,0.0669241960665051,0.1107213629850974,-0.0301000614088715,0.0011708958381227,0.0013119274732235,-0.0047838320607613,-7.588792845723956e-05,-0.00359483046081,-0.0003842145818116,0.5308574681993005,0.0183055590103145,0.3411958899340084,0.9994736911428336,-0.0300694435778637,0.0115425982032999,-0.0031840759807437,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10978000000.0,3646,10978000000,panda_K,0.0531429622672789,-0.0101095146628242,-0.0248907722063406,0.0669244939413013,0.1107229594904329,-0.0300975440776043,0.0011709764547166,0.0013119820041968,-0.0047838560566052,-7.555347272474496e-05,-0.0035948165913776,-0.0003838298760741,0.5308639827476743,0.0183055443912453,0.3411885749570306,0.9994736911100356,-0.0300694447520058,0.011542598124108,-0.0031840754748118,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10981000000.0,3647,10981000000,panda_K,0.0531432835737664,-0.010108589700482,-0.0248896876269734,0.0669247918023,0.1107245562952081,-0.0300950266526948,0.0011710570219411,0.0013120367327799,-0.0047838800213004,-7.52190558945464e-05,-0.0035948026829213,-0.0003834452268388,0.5308704971738072,0.0183055293419354,0.3411812597073212,0.9994736910772724,-0.0300694459248457,0.01154259804515,-0.0031840749692808,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10984000000.0,3648,10984000000,panda_K,0.0531436045778505,-0.0101076656081538,-0.0248886032246658,0.0669250896503368,0.1107261533991749,-0.0300925091362814,0.0011711375397022,0.0013120916585823,-0.0047839039548285,-7.488467820384964e-05,-0.0035947887347646,-0.0003830606340093,0.5308770114775544,0.0183055138630414,0.3411739441850321,0.9994736910445444,-0.0300694470963845,0.0115425979664256,-0.0031840744641517,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10987000000.0,3649,10987000000,panda_K,0.0531439252797103,-0.0101067423839181,-0.0248875189980492,0.0669253874823525,0.1107277508019674,-0.0300899915264512,0.0011712180079782,0.0013121467813432,-0.0047839278572454,-7.455033934336445e-05,-0.0035947747468255,-0.0003826760973863,0.5308835256587716,0.0183054979552148,0.3411666283903123,0.9994736910118518,-0.0300694482666237,0.0115425978879346,-0.0031840739594238,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10990000000.0,3650,10990000000,panda_K,0.0531442456788828,-0.0101058200273055,-0.0248864349474763,0.0669256853016648,0.1107293485061183,-0.0300874738230579,0.0011712984270149,0.001312202100613,-0.0047839517285193,-7.42160395414085e-05,-0.0035947607197573,-0.0003822916172492,0.530890039717316,0.0183054816191073,0.3411593123233135,0.999473690979194,-0.0300694494355642,0.0115425978096784,-0.0031840734550957,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10993000000.0,3651,10993000000,panda_K,0.0531445657755233,-0.0101048985370157,-0.0248853510731503,0.0669259831085451,0.1107309465050008,-0.0300849560284209,0.0011713787967117,0.001312257615992,-0.0047839755687909,-7.388177883932572e-05,-0.0035947466529854,-0.0003819071935528,0.5308965536530428,0.0183054648553682,0.3411519959841841,0.9994736909465716,-0.0300694506032104,0.0115425977316548,-0.0031840729511686,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10996000000.0,3652,10996000000,panda_K,0.0531448855711498,-0.0101039779115118,-0.0248842673749709,0.0669262809004115,0.1107325448057684,-0.0300824381389647,0.0011714591171673,0.0013123133272984,-0.0047839993779331,-7.354755698413976e-05,-0.0035947325468886,-0.0003815228261193,0.5309030674658087,0.0183054476646484,0.3411446793730742,0.9994736909139836,-0.0300694517695617,0.011542597653866,-0.0031840724476414,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
10999000000.0,3653,10999000000,panda_K,0.0531452050652441,-0.0101030581496452,-0.0248831838524885,0.0669265786790002,0.1107341434074012,-0.0300799201555664,0.001171539388321,0.0013123692340691,-0.0047840231561662,-7.32133741340842e-05,-0.0035947184010855,-0.0003811385148182,0.5309095811554693,0.0183054300475965,0.3411373624901335,0.999473690881431,-0.0300694529346192,0.0115425975763083,-0.0031840719445128,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
11002000000.0,3654,11002000000,panda_K,0.0531455242576455,-0.0101021392505261,-0.0248821005060478,0.0669268764445878,0.1107357423050785,-0.0300774020791029,0.0011716196103532,0.0013124253359011,-0.0047840469034341,-7.28792303348605e-05,-0.0035947042159153,-0.0003807542601083,0.530916094721883,0.0183054120048578,0.341130045335513,0.999473690848913,-0.0300694540983865,0.0115425974989857,-0.0031840714417831,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
11005000000.0,3655,11005000000,panda_K,0.053145843149659,-0.0101012212126527,-0.0248810173358358,0.0669271741960006,0.1107373415004875,-0.0300748839090522,0.0011716997832226,0.0013124816324148,-0.0047840706197271,-7.254512567345415e-05,-0.0035946899911403,-0.0003803700617535,0.5309226081649043,0.01830539353708,0.34112272790936,0.99947369081643,-0.0300694552608638,0.0115425974218944,-0.0031840709394516,-0.2578134731892121,-0.452773633011796,0.6009403219595425,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1000000014901161
