%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
28055000000,0.5898811534159696,-0.09539822113521895,0.18207611883004604,0.9994704677208922,-0.03018414342766174,0.01154547894190666,-0.0030990577626234775
28055000000,0.589882404653505,-0.09539802551034973,0.1820739005890701,0.9994704677977896,-0.030184142184951034,0.011545474882652652,-0.0030990601890479755
28058000000,0.5898836564361073,-0.09539782977606172,0.1820716795487849,0.9994704678746087,-0.030184140944726094,0.01154547082488961,-0.0030990626110110804
28061000000,0.5898849087624213,-0.09539763393280838,0.1820694557123737,0.999470467951349,-0.030184139706978693,0.011545466768636927,-0.003099065028520607
28064000000,0.5898861616310955,-0.0953974379810475,0.18206722908301515,0.9994704680280107,-0.030184138471706264,0.011545462713911341,-0.0030990674415851123
28067000000,0.5898874150407833,-0.09539724192123034,0.18206499966388662,0.9994704681045941,-0.030184137238902484,0.011545458660729131,-0.0030990698502150163
28070000000,0.5898886689901435,-0.09539704575381235,0.182062767458163,0.9994704681810987,-0.030184136008562693,0.011545454609109248,-0.0030990722544179815
28073000000,0.5898899234778394,-0.09539684947924477,0.18206053246902004,0.9994704682575243,-0.030184134780681333,0.011545450559068802,-0.0030990746542023354
28076000000,0.589891178502537,-0.09539665309797812,0.18205829469962576,0.9994704683338711,-0.030184133555253026,0.011545446510623652,-0.003099077049578015
28079000000,0.5898924340629098,-0.09539645661046427,0.18205605415315151,0.9994704684101388,-0.03018413233227415,0.01154544246379152,-0.0030990794405537686
28082000000,0.5898936901576328,-0.09539626001715133,0.18205381083276292,0.9994704684863276,-0.03018413111173758,0.01154543841858826,-0.0030990818271373843
28086000000,0.5898939955934577,-0.09539967108945205,0.18205143951106978,0.9994704751217945,-0.03018429619971874,0.011545109444496573,-0.0030965584617140963
28089000000,0.5898952529680711,-0.09539947420117172,0.1820491898381732,0.9994704751964072,-0.030184294978664216,0.011545105508222077,-0.0030965609575644504
28092000000,0.5898965108726941,-0.09539927720855372,0.1820469374019913,0.9994704752709391,-0.030184293760040885,0.011545101573710142,-0.0030965634491492973
