%time,field.data
121069000000,0.0
121071000000,0.0
121071000000,0.0
121073000000,0.0
121075000000,0.0
121075000000,0.0
121075000000,0.0
121075000000,0.0
121075000000,0.0
121079000000,0.0
121080000000,0.0
121080000000,0.0
121082000000,0.0
121083000000,0.0
121084000000,0.0
121085000000,0.0
121086000000,0.0
121087000000,0.0
121088000000,0.0
121089000000,0.0
121090000000,0.0
121091000000,0.0
121092000000,0.0
121093000000,0.0
121093000000,0.0
121095000000,0.0
121095000000,0.0
121096000000,0.0
121097000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121098000000,0.0
121116000000,0.0
121117000000,0.0
121120000000,0.0
121120000000,0.0
121120000000,0.0
121120000000,0.0
121120000000,0.0
121120000000,0.0
121120000000,0.0
121124000000,0.0
121125000000,0.0
121125000000,0.0
121128000000,0.0
121128000000,0.0
121128000000,0.0
121128000000,0.0
121132000000,0.0
121132000000,0.0
121132000000,0.0
121132000000,0.0
121136000000,0.0
121136000000,0.0
121138000000,0.0
121138000000,0.0
121138000000,0.0
121138000000,0.0
121138000000,0.0
121138000000,0.0
121143000000,0.0
121145000000,0.0
121145000000,0.0
121145000000,0.0
121145000000,0.0
121145000000,0.0
121145000000,0.0
121145000000,0.0
121145000000,0.0
121145000000,0.0
121145000000,0.0
121157000000,0.0
121157000000,0.0
121157000000,0.0
121158000000,0.0
121159000000,0.0
121160000000,0.0
121161000000,0.0
121162000000,0.0
121163000000,0.0
121164000000,0.0
121165000000,0.0
121166000000,0.0
121167000000,0.0
121168000000,0.0
121169000000,0.0
121170000000,0.0
121171000000,0.0
121172000000,0.0
121173000000,0.0
121175000000,0.0
121175000000,0.0
121177000000,0.0
121177000000,0.0
121177000000,0.0
121177000000,0.0
121180000000,0.0
121181000000,0.0
121182000000,0.0
121183000000,0.0
121184000000,0.0
121185000000,0.0
121186000000,0.0
121187000000,0.0
121188000000,0.0
121189000000,0.0
121190000000,0.0
121191000000,0.0
121191000000,0.0
121193000000,0.0
121194000000,0.0
121195000000,0.0
121195000000,0.0
121197000000,0.0
121198000000,0.0
121199000000,0.0
121201000000,0.0
121201000000,0.0
121201000000,0.0
121203000000,0.0
121204000000,0.0
121205000000,0.0
121205000000,0.0
121208000000,0.0
121208000000,0.0
121209000000,0.0
121210000000,0.0
121211000000,0.0
121212000000,0.0
121213000000,0.0
121214000000,0.0
121215000000,0.0
121216000000,0.0
121217000000,0.0
121217000000,0.0
121217000000,0.0
121224000000,0.0
121224000000,0.0
121224000000,0.0
121224000000,0.0
121224000000,0.0
121224000000,0.0
121224000000,0.0
121224000000,0.0
121224000000,0.0
121224000000,0.0
121232000000,0.0
121232000000,0.0
121232000000,0.0
121235000000,0.0
121235000000,0.0
121237000000,0.0
121238000000,0.0
121239000000,0.0
121240000000,0.0
121240000000,0.0
121242000000,0.0
121242000000,0.0
121244000000,0.0
121244000000,0.0
121246000000,0.0
121247000000,0.0
121248000000,0.0
121249000000,0.0
121250000000,0.0
121251000000,0.0
121252000000,0.0
121253000000,0.0
121254000000,0.0
121255000000,0.0
121256000000,0.0
121257000000,0.0
121258000000,0.0
121259000000,0.0
121260000000,0.0
121261000000,0.0
121262000000,0.0
121263000000,0.0
121264000000,0.0
121265000000,0.0
121266000000,0.0
121267000000,0.0
121268000000,0.0
121269000000,0.0
121270000000,0.0
121271000000,0.0
121272000000,0.0
121273000000,0.0
121273000000,0.0
121275000000,0.0
121276000000,0.0
121277000000,0.0
121277000000,0.0
121279000000,0.0
121280000000,0.0
121281000000,0.0
121282000000,0.0
121283000000,0.0
121284000000,0.0
121285000000,0.0
121286000000,0.0
121287000000,0.0
121288000000,0.0
121289000000,0.0
121290000000,0.0
121291000000,0.0
121291000000,0.0
121291000000,0.0
121291000000,0.0
121291000000,0.0
121291000000,0.0
121291000000,0.0
121291000000,0.0
121291000000,0.0
121291000000,0.0
121291000000,0.0
121301000000,0.0
121301000000,0.0
121301000000,0.0
121301000000,0.0
121301000000,0.0
121301000000,0.0
121301000000,0.0
121301000000,0.0
121309000000,0.0
121311000000,0.0
121311000000,0.0
121311000000,0.0
121311000000,0.0
121311000000,0.0
121311000000,0.0
121311000000,0.0
121320000000,0.0
121320000000,0.0
121320000000,0.0
121321000000,0.0
121322000000,0.0
121323000000,0.0
121324000000,0.0
121324000000,0.0
121324000000,0.0
121327000000,0.0
121331000000,0.0
121331000000,0.0
121331000000,0.0
121331000000,0.0
121342000000,0.0
121342000000,0.0
121342000000,0.0
121342000000,0.0
121342000000,0.0
121342000000,0.0
121342000000,0.0
121342000000,0.0
121342000000,0.0
121342000000,0.0
121342000000,0.0
121346000000,0.0
121346000000,0.0
121346000000,0.0
121346000000,0.0
121347000000,0.0
121348000000,0.0
121349000000,0.0
121349000000,0.0
121351000000,0.0
121351000000,0.0
121351000000,0.0
121354000000,0.0
121354000000,0.0
121356000000,0.0
121357000000,0.0
121358000000,0.0
121358000000,0.0
121360000000,0.0
121361000000,0.0
121364000000,0.0
121364000000,0.0
121364000000,0.0
121364000000,0.0
121366000000,0.0
121367000000,0.0
121369000000,0.0
121370000000,0.0
121370000000,0.0
121371000000,0.0
121372000000,0.0
121373000000,0.0
121374000000,0.0
121375000000,0.0
121376000000,0.0
121378000000,0.0
121378000000,0.0
121379000000,0.0
121380000000,0.0
121381000000,0.0
121381000000,0.0
121382000000,0.0
121384000000,0.0
121385000000,0.0
121386000000,0.0
121387000000,0.0
121388000000,0.0
121389000000,0.0
121390000000,0.0
121391000000,0.0
121392000000,0.0
121393000000,0.0
121395000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121399000000,0.0
121410000000,0.0
121410000000,0.0
121410000000,0.0
121410000000,0.0
121410000000,0.0
121415000000,0.0
121416000000,0.0
121417000000,0.0
121418000000,0.0
121419000000,0.0
121420000000,0.0
121421000000,0.0
121422000000,0.0
121423000000,0.0
121424000000,0.0
121425000000,0.0
121426000000,0.0
121427000000,0.0
121428000000,0.0
121429000000,0.0
121430000000,0.0
121431000000,0.0
121432000000,0.0
121433000000,0.0
121434000000,0.0
121435000000,0.0
121436000000,0.0
121437000000,0.0
121438000000,0.0
121438000000,0.0
121440000000,0.0
121441000000,0.0
121442000000,0.0
121443000000,0.0
121444000000,0.0
121445000000,0.0
121446000000,0.0
121447000000,0.0
121448000000,0.0
121449000000,0.0
121450000000,0.0
121451000000,0.0
121452000000,0.0
121453000000,0.0
121454000000,0.0
121455000000,0.0
121456000000,0.0
121457000000,0.0
121458000000,0.0
121459000000,0.0
121460000000,0.0
121461000000,0.0
121462000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121463000000,0.0
121479000000,0.0
121480000000,0.0
121480000000,0.0
121480000000,0.0
121480000000,0.0
121484000000,0.0
121485000000,0.0
121486000000,0.0
121487000000,0.0
121488000000,0.0
121489000000,0.0
121490000000,0.0
121491000000,0.0
121492000000,0.0
121493000000,0.0
121494000000,0.0
121495000000,0.0
121499000000,0.0
121499000000,0.0
121499000000,0.0
121499000000,0.0
121499000000,0.0
121499000000,0.0
121499000000,0.0
121499000000,0.0
121499000000,0.0
121505000000,0.0
121506000000,0.0
121506000000,0.0
121506000000,0.0
121509000000,0.0
121510000000,0.0
121511000000,0.0
121512000000,0.0
121513000000,0.0
121514000000,0.0
121514000000,0.0
121515000000,0.0
121516000000,0.0
121516000000,0.0
121516000000,0.0
121520000000,0.0
121520000000,0.0
121520000000,0.0
121520000000,0.0
121520000000,0.0
121520000000,0.0
121520000000,0.0
121520000000,0.0
121520000000,0.0
121528000000,0.0
121528000000,0.0
121528000000,0.0
121531000000,0.0
121531000000,0.0
121531000000,0.0
121531000000,0.0
121536000000,0.0
121536000000,0.0
121538000000,0.0
121538000000,0.0
121540000000,0.0
121540000000,0.0
121540000000,0.0
121540000000,0.0
121544000000,0.0
121545000000,0.0
121546000000,0.0
121547000000,0.0
121548000000,0.0
121549000000,0.0
121550000000,0.0
121551000000,0.0
121552000000,0.0
121553000000,0.0
121554000000,0.0
121554000000,0.0
121556000000,0.0
121557000000,0.0
121558000000,0.0
121558000000,0.0
121560000000,0.0
121561000000,0.0
121562000000,0.0
121563000000,0.0
121564000000,0.0
121565000000,0.0
121567000000,0.0
121567000000,0.0
121567000000,0.0
121572000000,0.0
121572000000,0.0
121572000000,0.0
121573000000,0.0
121576000000,0.0
121576000000,0.0
121576000000,0.0
121578000000,0.0
121579000000,0.0
121580000000,0.0
121580000000,0.0
121582000000,0.0
121583000000,0.0
121583000000,0.0
121585000000,0.0
121585000000,0.0
121587000000,0.0
121589000000,0.0
121589000000,0.0
121590000000,0.0
121590000000,0.0
121590000000,0.0
121593000000,0.0
121594000000,0.0
121595000000,0.0
121596000000,0.0
121597000000,0.0
121598000000,0.0
121599000000,0.0
121600000000,0.0
121601000000,0.0
121602000000,0.0
121602000000,0.0
121604000000,0.0
121605000000,0.0
121606000000,0.0
121607000000,0.0
121608000000,0.0
121609000000,0.0
121610000000,0.0
121611000000,0.0
121612000000,0.0
121613000000,0.0
121614000000,0.0
121615000000,0.0
121616000000,0.0
121617000000,0.0
121618000000,0.0
121619000000,0.0
121620000000,0.0
121621000000,0.0
121622000000,0.0
121623000000,0.0
121624000000,0.0
121625000000,0.0
121626000000,0.0
121627000000,0.0
121628000000,0.0
121629000000,0.0
121630000000,0.0
121631000000,0.0
121632000000,0.0
121633000000,0.0
