time,fext_field.header.seq,fext_field.header.stamp,fext_field.header.frame_id,fext_field.wrench.force.x,fext_field.wrench.force.y,fext_field.wrench.force.z,fext_field.wrench.torque.x,fext_field.wrench.torque.y,fext_field.wrench.torque.z,eevel_field.linear.x,eevel_field.linear.y,eevel_field.linear.z,eevel_field.angular.x,eevel_field.angular.y,eevel_field.angular.z,eepose_field.position.x,eepose_field.position.y,eepose_field.position.z,eepose_field.orientation.x,eepose_field.orientation.y,eepose_field.orientation.z,eepose_field.orientation.w,twist_cmd_field.linear.x,twist_cmd_field.linear.y,twist_cmd_field.linear.z,twist_cmd_field.angular.x,twist_cmd_field.angular.y,twist_cmd_field.angular.z,alpha_field.data,betar_field.data,betas_field.data,s_field.data,sdot_field.data,z_field.data,Dmat_field.layout.data_offset,Dmat_field.data0,Dmat_field.data1,Dmat_field.data2,Dmat_field.data3,Dmat_field.data4,Dmat_field.data5,Dmat_field.data6,Dmat_field.data7,Dmat_field.data8,eigval0_field.data
363386000000.0,120534,363382000000,panda_K,0.0264112026173113,0.0127225289972573,-0.0021881290591371,-0.0510146414534698,0.1172569260915444,0.0006128927407688,-0.0002743365197187,0.0022298357030028,-0.0059225298994242,-0.0026145841481552,0.003109410573538,0.0030983109327715,0.589921953494455,-0.0953633708010073,0.1820521243740938,0.9994704797397772,-0.0301841034646639,0.0115452093498187,-0.0030965741634115,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823133920428515,1.0,0.6823133920428516,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363386000000.0,120535,363384000000,panda_K,0.0294150893714438,-0.0067780550575416,0.0242086109174179,-0.0348771593181669,0.0969592698809422,-0.029555056680903,-0.0002743365197187,0.0022298357030028,-0.0059225298994242,-0.0026145841481552,0.003109410573538,0.0030983109327715,0.589921953494455,-0.0953633708010073,0.1820521243740938,0.9994704797397772,-0.0301841034646639,0.0115452093498187,-0.0030965741634115,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823133920428515,1.0,0.6823133920428516,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363387000000.0,120536,363387000000,panda_K,0.0294174399682988,-0.0067781532664266,0.0242132894107656,-0.0348782784857048,0.0969581863114755,-0.0295561587442296,-0.0009449752108236,-0.0035607331459288,-0.0001123026635809,-0.0050221795836538,0.0007963893920677,-0.0003565359681921,0.5899232227814939,-0.0953630907442957,0.1820499105617054,0.999470479809092,-0.0301841024683751,0.0115452052654719,-0.0030965767302932,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823133784857767,1.0,0.6823133784857767,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363390000000.0,120537,363390000000,panda_K,0.029419785969135,-0.0067782510968286,0.0242179634085161,-0.0348793987231821,0.0969571027717173,-0.0295572616971864,-0.0009447626741319,-0.0035606769023983,-0.0001131365277664,-0.0050219581786214,0.0007961817918476,-0.0003565263157025,0.5899244925858074,-0.0953628106594017,0.1820476939322981,0.9994704798783316,-0.0301841014742898,0.0115452011831247,-0.0030965792926091,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823133015414171,1.0,0.682313301541417,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363393000000.0,120538,363393000000,panda_K,0.0294221273922504,-0.006778348549258,0.0242226329132713,-0.0348805200285572,0.0969560192613175,-0.0295583655384719,-0.0009445505340503,-0.0035606207566118,-0.0001139692203482,-0.0050217365672644,0.0007959740027264,-0.0003565166595419,0.5899257629061003,-0.0953625305467271,0.1820454744891157,0.9994704799474956,-0.0301841004824027,0.0115451971027881,-0.0030965818503682,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.682313224592856,1.0,0.6823132245928563,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363396000000.0,120539,363396000000,panda_K,0.0294244642562192,-0.0067784456234493,0.0242272979276766,-0.0348816424016333,0.0969549357787027,-0.0295594702660885,-0.000944338789331,-0.0035605647084354,-0.0001148007422837,-0.0050215147500321,0.0007957660255126,-0.0003565069996814,0.5899270337410869,-0.0953622504066735,0.1820432522353983,0.999470480016584,-0.030184099492709,0.0115451930244808,-0.0030965844035794,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823131476400918,1.0,0.6823131476400918,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363399000000.0,120540,363399000000,panda_K,0.0294267965783934,-0.0067785423201739,0.0242319584545553,-0.0348827658389253,0.0969538523243235,-0.0295605758802761,-0.0009441274384204,-0.0035605087572679,-0.0001156310942445,-0.0050212927266769,0.0007955578598726,-0.0003564973360343,0.5899283050894817,-0.0953619702396385,0.1820410271743856,0.9994704800855968,-0.0301840985052047,0.011545188948215,-0.0030965869522536,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823130706831263,1.0,0.6823130706831263,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363402000000.0,120541,363402000000,panda_K,0.029429124377212,-0.0067786386399236,0.0242366144963395,-0.0348838903374605,0.0969527688965943,-0.0295616823797296,-0.0009439164799259,-0.0035604529031985,-0.0001164602773214,-0.0050210704980201,0.0007953495065529,-0.0003564876688928,0.5899295769500078,-0.0953616900460228,0.1820387993093144,0.9994704801545334,-0.0301840975198836,0.0115451848740097,-0.003096589496398,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823129937219623,1.0,0.6823129937219623,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363405000000.0,120542,363405000000,panda_K,0.0294314476708993,-0.006778734583129,0.0242412660561499,-0.0348850158936136,0.0969516854965416,-0.0295627897623662,-0.0009437059125837,-0.0035603971458152,-0.0001172882924868,-0.0050208480640735,0.0007951409659397,-0.0003564779982037,0.5899308493213891,-0.0953614098262217,0.1820365686434187,0.9994704802233948,-0.0301840965367401,0.0115451808018779,-0.0030965920360229,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823129167565973,1.0,0.6823129167565972,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363408000000.0,120543,363408000000,panda_K,0.0294337664764145,-0.006778830149816,0.0242459131361705,-0.0348861425085325,0.0969506021220229,-0.0295638980287741,-0.0009434957347858,-0.003560341484932,-0.000118115140375,-0.0050206254252702,0.0007949322379533,-0.0003564683239793,0.5899321222023552,-0.0953611295806345,0.1820343351799316,0.99947048029218,-0.0301840955557718,0.0115451767318348,-0.003096594571138,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823128397870311,1.0,0.6823128397870312,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363411000000.0,120544,363411000000,panda_K,0.0294360808129959,-0.0067789253404492,0.0242505557388128,-0.0348872701773131,0.096949518775216,-0.0295650071756972,-0.0009432859453661,-0.0035602859203237,-0.0001189408222103,-0.0050204025818877,0.0007947233235202,-0.0003564586462899,0.5899333955916405,-0.0953608493096563,0.1820320989220822,0.9994704803608898,-0.0301840945769729,0.0115451726638969,-0.0030965971017516,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.682312762813269,1.0,0.6823127628132691,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363414000000.0,120545,363414000000,panda_K,0.0294383906966604,-0.0067790201556091,0.0242551938676851,-0.034888398898605,0.0969484354524238,-0.0295661172041339,-0.0009430765428053,-0.0035602304515101,-0.0001197653384758,-0.005020179534014,0.0007945142224874,-0.0003564489649366,0.5899346694879815,-0.09536056901368,0.1820298598730961,0.9994704804295232,-0.0301840936003367,0.0115451685980751,-0.0030965996278739,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823126858353086,1.0,0.6823126858353088,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363418000000.0,120546,363418000000,panda_K,0.0264359086356802,0.0127189883220083,-0.0021392625592647,-0.0509859778661105,0.1172744899144958,0.0006112674537595,0.0024899886261033,0.0016101653166498,0.0038102916757949,0.0076408342696763,-0.0038963899932923,-0.0027415261950635,0.5899384348363438,-0.0953586723891096,0.1820314281104315,0.9994704049984504,-0.0301854945000567,0.0115469999245197,-0.0031004596540539,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823125855890787,1.0,0.6823125855890788,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363422000000.0,120547,363422000000,panda_K,0.0562041614584531,0.0008685156968778,-0.0186763661592807,0.0719609018214567,0.1460427134329551,0.0285547697256121,-0.0002723823872127,0.0022299506704472,-0.0059344435197648,-0.0026160364033766,0.0031102864959375,0.0030995679703579,0.5899394393317029,-0.0953561512208838,0.1820232482361307,0.9994704741002128,-0.0301839258094745,0.011545476623374,-0.0030991285745127,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823124684261482,1.0,0.6823124684261482,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363425000000.0,120548,363425000000,panda_K,0.0562059368809097,0.0008683810981665,-0.0186716863241605,0.0719598138258769,0.1460411814363616,0.0285558551742618,-0.0002722223456832,0.002229959423213,-0.005935429611109,-0.002616157893806,0.0031103598196845,0.0030996734012626,0.5899407150359585,-0.0953558708833069,0.1820209988747001,0.9994704741699632,-0.0301839248448252,0.0115454724647195,-0.00309913096776,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823123914308309,1.0,0.6823123914308309,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363428000000.0,120549,363428000000,panda_K,0.0562077077226925,0.0008682472568554,-0.0186670108999779,0.0719587244161188,0.1460396490678481,0.0285569417146307,-0.0002720627287687,0.0022299680502587,-0.0059364146733373,-0.0026162794555287,0.0031104331940256,0.003099778935842,0.5899419912414043,-0.0953555905225996,0.1820187467370758,0.9994704742396392,-0.0301839238823169,0.0115454683081663,-0.003099133356457,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823123144313203,1.0,0.6823123144313203,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363431000000.0,120550,363431000000,panda_K,0.0562094740026467,0.000868114172124,-0.0186623398839548,0.0719576335932479,0.1460381163318451,0.0285580293463311,-0.0002719035349403,0.0022299765516382,-0.0059373987072591,-0.0026164010887479,0.0031105066190153,0.0030998845738627,0.5899432679468046,-0.0953553101391501,0.1820164918264725,0.99947047430924,-0.0301839229219439,0.0115454641537318,-0.0030991357406127,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823122374276243,1.0,0.6823122374276244,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363434000000.0,120551,363434000000,panda_K,0.0562112357381071,0.0008679818433059,-0.0186576732727027,0.0719565413569889,0.1460365832247648,0.0285591180666685,-0.0002717447628153,0.0022299849276958,-0.0059383817134447,-0.0026165227933576,0.0031105800943631,0.0030999903151691,0.589944545150922,-0.0953550297333483,0.1820142341461001,0.999470474378766,-0.0301839219637021,0.011545460001425,-0.0030991381202366,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823121604197402,1.0,0.6823121604197402,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363437000000.0,120552,363437000000,panda_K,0.0562129929464993,0.0008678502691868,-0.0186530110628678,0.0719554477112913,0.1460350497463269,0.0285602078749611,-0.0002715864111905,0.0022299931787941,-0.0059393636928947,-0.0026166445690464,0.0031106536205212,0.0031000961597443,0.5899458228525298,-0.0953547493055806,0.1820119736991702,0.9994704744482168,-0.0301839210075861,0.0115454558512635,-0.0030991404953376,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823120834076706,1.0,0.6823120834076706,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363440000000.0,120553,363440000000,panda_K,0.0562147456439469,0.0008677194483601,-0.0186483532519986,0.0719543526586501,0.146033515898026,0.0285612987672281,-0.000271428478543,0.0022300013052086,-0.005940344646027,-0.0026167664158078,0.003110727197194,0.0031002021073073,0.5899471010504018,-0.0953544688562359,0.1820097104888901,0.9994704745175929,-0.0301839200535923,0.0115454517032625,-0.0030991428659242,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823120063914155,1.0,0.6823120063914155,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363443000000.0,120554,363443000000,panda_K,0.0562164938483019,0.0008675893799797,-0.0186436998367677,0.071953256201099,0.1460319816781335,0.0285623907435556,-0.0002712709634656,0.0022300093073709,-0.0059413245736746,-0.0026168883333007,0.0031108008242588,0.0031003081577592,0.5899483797433148,-0.0953541883856984,0.182007444518462,0.9994704745868936,-0.030183919101715,0.0115454475574316,-0.003099145232007,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.682311929370975,1.0,0.6823119293709748,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363446000000.0,120555,363446000000,panda_K,0.0562182375768268,0.000867460063549,-0.018639050813571,0.0719521583365387,0.1460304470861966,0.0285634838013153,-0.0002711138646759,0.0022300171853272,-0.0059423034766014,-0.0026170103217928,0.0031108745017387,0.0031004143109485,0.5899496589300521,-0.0953539078943537,0.1820051757910901,0.9994704746561192,-0.0301839181519502,0.0115454434137869,-0.0030991475935938,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.682311852346354,1.0,0.682311852346354,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363449000000.0,120556,363449000000,panda_K,0.0562199768456843,0.0008673314973121,-0.0186344061799908,0.0719510590715506,0.1460289121248652,0.0285645779387345,-0.0002709571808195,0.002230024939643,-0.0059432813554881,-0.0026171323807627,0.0031109482297358,0.0031005205668359,0.5899509386094016,-0.0953536273825861,0.1820029043099742,0.9994704747252698,-0.0301839172042927,0.0115454392723434,-0.0030991499506935,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823117753175475,1.0,0.6823117753175476,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363452000000.0,120557,363452000000,panda_K,0.0562217116732328,0.0008672036809481,-0.01862976593307,0.0719499584043739,0.1460273767901498,0.0285656731544141,-0.0002708009104763,0.0022300325705334,-0.0059442582110613,-0.0026172545101449,0.0031110220081242,0.0031006269251268,0.5899522187801524,-0.0953533468507773,0.1820006300783114,0.9994704747943453,-0.0301839162587369,0.0115454351331132,-0.003099152303316,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823116982845612,1.0,0.6823116982845611,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363455000000.0,120558,363455000000,panda_K,0.0562234420753524,0.0008670766129923,-0.0186251300690458,0.071948856339289,0.1460258410852394,0.0285667694464844,-0.0002706450523757,0.0022300400782952,-0.0059452340441488,-0.0026173767099627,0.003111095836859,0.0031007333858415,0.5899534994410988,-0.095353066299312,0.1819983530992964,0.9994704748633454,-0.0301839153152806,0.011545430996109,-0.0030991546514697,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823116212473941,1.0,0.6823116212473941,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363458000000.0,120559,363458000000,panda_K,0.0562251680679997,0.0008669502924513,-0.0186204985848011,0.0719477528776858,0.1460243050074563,0.0285678668130709,-0.0002704896050542,0.0022300474631735,-0.0059462088553175,-0.002617498980145,0.003111169715669,0.003100839948725,0.5899547805910401,-0.0953527857285695,0.1819960733761222,0.9994704749322704,-0.0301839143739169,0.0115454268613451,-0.0030991569951637,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.6823115442060492,1.0,0.6823115442060494,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
363461000000.0,120560,363461000000,panda_K,0.0562268896691552,0.0008668247183485,-0.0186158714780101,0.071946648019911,0.1460227685575153,0.0285689652518854,-0.0002703345673313,0.0022300547255361,-0.0059471826453819,-0.0026176213204432,0.0031112436450216,0.0031009466136386,0.5899560622287794,-0.0953525051389308,0.1819937909119793,0.99947047500112,-0.030183913434642,0.0115454227288357,-0.0030991593344067,0.0175724437369168,-0.2035369822028715,0.1367301508946872,-0.0,-0.0,-0.0,0.682311467160527,1.0,0.682311467160527,9.381212322399913,2.9459511972234695e-05,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1
