time,fext_field.header.seq,fext_field.header.stamp,fext_field.header.frame_id,fext_field.wrench.force.x,fext_field.wrench.force.y,fext_field.wrench.force.z,fext_field.wrench.torque.x,fext_field.wrench.torque.y,fext_field.wrench.torque.z,eevel_field.linear.x,eevel_field.linear.y,eevel_field.linear.z,eevel_field.angular.x,eevel_field.angular.y,eevel_field.angular.z,eepose_field.position.x,eepose_field.position.y,eepose_field.position.z,eepose_field.orientation.x,eepose_field.orientation.y,eepose_field.orientation.z,eepose_field.orientation.w,twist_cmd_field.linear.x,twist_cmd_field.linear.y,twist_cmd_field.linear.z,twist_cmd_field.angular.x,twist_cmd_field.angular.y,twist_cmd_field.angular.z,alpha_field.data,betar_field.data,betas_field.data,s_field.data,sdot_field.data,z_field.data,Dmat_field.layout.data_offset,Dmat_field.data0,Dmat_field.data1,Dmat_field.data2,Dmat_field.data3,Dmat_field.data4,Dmat_field.data5,Dmat_field.data6,Dmat_field.data7,Dmat_field.data8,eigval0_field.data,t_s,wdot
85737000000.0,28525,85737000000,panda_K,0.0297033305441487,-0.0069378084339236,0.0248299617590751,-0.035125792096324,0.0966639661545271,-0.0297584752841548,-0.0009168039596728,-0.0035252116045697,-0.0002129220548872,-0.00498706093287,0.000761228984818,-0.000351598801442,0.5900426971590177,-0.095321904909892,0.1816766179568088,0.999473530187354,-0.0300735154863366,0.0115492313409463,-0.0031720675079416,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,28000000.0,-0.0003155342164022281
85740000000.0,28526,85740000000,panda_K,0.0297053068910985,-0.0069376598465135,0.0248340181516829,-0.0351269619816564,0.0966631256801805,-0.0297596240333806,-0.0009166274689436,-0.003525193125516,-0.0002136102447743,-0.0049868228405256,0.0007610115687334,-0.0003515943552397,0.5900440401625363,-0.0953215443066517,0.1816740537895375,0.9994735302370936,-0.0300735149927858,0.0115492277260635,-0.0031720696763669,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,31000000.0,-0.0003155137091372559
85743000000.0,28527,85743000000,panda_K,0.0297072795782724,-0.0069375112297994,0.0248380706419622,-0.035128132842969,0.0966622848429927,-0.0297607736337009,-0.0009164512970548,-0.0035251746926273,-0.0002142974050412,-0.0049865845585258,0.0007607939760376,-0.0003515898992863,0.5900453835530142,-0.0953211837888881,0.1816714872195721,0.9994735302867768,-0.030073514500695,0.0115492241134115,-0.0031720718406818,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,34000000.0,-0.00031549322376249716
85746000000.0,28528,85746000000,panda_K,0.0297092486193861,-0.0069373625840408,0.0248421192322464,-0.0351293046768316,0.0966614436455537,-0.0297619240852582,-0.0009162754428713,-0.0035251563056126,-0.0002149835366568,-0.0049863460869692,0.0007605762071545,-0.000351585433554,0.5900467273294291,-0.0953208233568503,0.1816689182497617,0.9994735303364032,-0.0300735140100625,0.0115492205030047,-0.0031720740008963,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,37000000.0,-0.0003154727602658986
85749000000.0,28529,85749000000,panda_K,0.0297112140298083,-0.0069372139087284,0.0248461639246986,-0.0351304774841257,0.0966606020884861,-0.0297630753848992,-0.0009160999052742,-0.0035251379642473,-0.0002156686404289,-0.0049861074262172,0.0007603582622254,-0.0003515809580024,0.590048071490755,-0.095320463010788,0.1816663468829489,0.9994735303859724,-0.0300735135208828,0.0115492168948499,-0.0031720761570188,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,40000000.0,-0.0003154523186363207
85752000000.0,28530,85752000000,panda_K,0.0297131758235295,-0.0069370652041529,0.0248502047225591,-0.0351316512608194,0.096659760171075,-0.0297642275323502,-0.0009159246831735,-0.0035251196683714,-0.0002163527172371,-0.0049858685765155,0.0007601401417625,-0.0003515764726881,0.5900494160359754,-0.0953201027509479,0.1816637731219745,0.9994735304354856,-0.0300735130331502,0.0115492132889595,-0.0031720783090578,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,43000000.0,-0.000315431898865445
85755000000.0,28531,85755000000,panda_K,0.0297151340145289,-0.0069369164709347,0.02485424162822,-0.0351328260036049,0.096658917895483,-0.0297653805274736,-0.0009157497754855,-0.0035251014177317,-0.0002170357679187,-0.0049856295380901,0.0007599218460268,-0.00035157197782,0.590050760964075,-0.095319742577582,0.1816611969696812,0.999473530484941,-0.0300735125468637,0.0115492096853478,-0.0031720804570203,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,46000000.0,-0.0003154115009457861
85758000000.0,28532,85758000000,panda_K,0.0297170886160136,-0.006936767708486,0.0248582746445799,-0.0351340017127848,0.0966580752580309,-0.0297665343676355,-0.0009155751809532,-0.0035250832122312,-0.0002177177932899,-0.0049853903114236,0.0007597033750467,-0.0003515674733135,0.5900521062740423,-0.0953193824909339,0.1816586184289042,0.9994735305343398,-0.0300735120620188,0.0115492060840229,-0.0031720826009178,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,49000000.0,-0.00031539112486910886
85761000000.0,28533,85761000000,panda_K,0.0297190396436218,-0.0069366189170938,0.0248623037733707,-0.0351351783855179,0.0966572322638832,-0.0297676890529648,-0.0009154008986229,-0.0035250650515169,-0.0002183987942488,-0.0049851508965624,0.0007594847294882,-0.0003515629592418,0.5900534519648676,-0.0953190224912513,0.181656037502478,0.999473530583682,-0.0300735115786108,0.0115492024849956,-0.0031720847407569,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,52000000.0,-0.00031537077062160156
85764000000.0,28534,85764000000,panda_K,0.029720987109884,-0.0069364700969072,0.0248663290189623,-0.0351363560189077,0.0966563889090958,-0.0297688445813982,-0.0009152269273749,-0.0035250469354007,-0.0002190787716848,-0.0049849112937652,0.0007592659094647,-0.0003515584356112,0.5900547980355452,-0.0953186625787811,0.1816534541932342,0.9994735306329668,-0.0300735110966386,0.0115491988882761,-0.0031720868765475,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,55000000.0,-0.00031535043818077535
85767000000.0,28535,85767000000,panda_K,0.0297229310292714,-0.006936321247873,0.0248703503820969,-0.0351375346133464,0.096655545197706,-0.0297700009535232,-0.0009150532660254,-0.0035250288637319,-0.0002197577263925,-0.0049846715033772,0.0007590469151905,-0.0003515539025513,0.5900561444850733,-0.0953183027537654,0.1816508685040042,0.9994735306821948,-0.0300735106160956,0.0115491952938734,-0.0031720890082975,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,58000000.0,-0.00031533012755750086
85770000000.0,28536,85770000000,panda_K,0.0297248714156193,-0.0069361723701386,0.0248743678663911,-0.0351387141647331,0.0966547011290551,-0.0297711581648758,-0.0009148799136263,-0.0035250108362497,-0.0002204356592959,-0.0049844315256381,0.0007588277473262,-0.000351549360028,0.5900574913124562,-0.0953179430164495,0.1816482804376192,0.9994735307313656,-0.0300735101369788,0.0115491917018042,-0.0031720911360144,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,61000000.0,-0.0003153098387282721
85773000000.0,28537,85773000000,panda_K,0.0297268082818334,-0.0069360234640984,0.0248783814745217,-0.0351398946695344,0.0966538567013169,-0.0297723162184871,-0.0009147068690081,-0.0035249928528169,-0.0002211125713539,-0.0049841913608163,0.0007586084060095,-0.0003515448082633,0.5900588385166966,-0.0953175833670776,0.1816456899969013,0.9994735307804794,-0.0300735096592866,0.0115491881120734,-0.0031720932597084,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,64000000.0,-0.0003152895716824871
85776000000.0,28538,85776000000,panda_K,0.0297287416425187,-0.0069358745294163,0.0248823912085525,-0.0351410761291791,0.0966530119177596,-0.0297734751102657,-0.0009145341311677,-0.0035249749131762,-0.0002217884633115,-0.0049839510092875,0.0007583888915971,-0.0003515402470805,0.5900601860968029,-0.0953172238058885,0.1816430971846759,0.999473530829536,-0.0300735091830113,0.011549184524692,-0.0031720953793869,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,67000000.0,-0.0003152693264128273
85779000000.0,28539,85779000000,panda_K,0.0297306715109922,-0.006935725566322,0.0248863970720786,-0.0351422585390459,0.0966521667757848,-0.0297746348403987,-0.0009143616989578,-0.0035249570170877,-0.0002224633360603,-0.0049837104711265,0.000758169204199,-0.0003515356766457,0.5900615340517861,-0.0953168643331282,0.1816405020037632,0.9994735308785356,-0.0300735087081539,0.0115491809396707,-0.0031720974950592,0.0176974080881864,-0.2033764665066672,0.1371748535475905,-0.0,-0.0,-0.0,0.0,1.0,0.0,9999.99999686712,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,70000000.0,-0.00031524910289821255
